event_id,event_slug,event_name,event_short_name,event_tier,event_region,event_status,event_date_range,event_end_date,match_id,match_time_iso,match_day_id,match_status,best_of,stage,score_a,score_b,team_a_id,team_a,team_a_short,team_b_id,team_b,team_b_short,has_stats,has_vod,maps,n_maps
227,game-changers-2026-latam-main-event,Game Changers 2026: LATAM Main Event,GC 26: LATAM,game-changers,Americas,ongoing,"Aug 3 - Aug 25, 2026",2026-08-25,765,2026-08-25T22:00:00+00:00,2026-08-25,upcoming,Bo5,North,0.0,0.0,196,Akave Esports GC,AKV,29,TBD,TBD,True,False,"[{'map_id': '765-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '765-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '765-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '765-m4', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '765-m5', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",5
227,game-changers-2026-latam-main-event,Game Changers 2026: LATAM Main Event,GC 26: LATAM,game-changers,Americas,ongoing,"Aug 3 - Aug 25, 2026",2026-08-25,766,2026-08-24T19:00:00+00:00,2026-08-24,upcoming,Bo5,South,0.0,0.0,157,KRÃ BLAZE,KRÃ,29,TBD,TBD,True,False,"[{'map_id': '766-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '766-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '766-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '766-m4', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '766-m5', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",5
76,vct-2026-emea-stage-2,VCT 2026: EMEA Stage 2,VCT 26: EMEA S2,vct,EMEA,ongoing,"Jul 15 - Aug 31, 2026",2026-08-31,825,2026-08-22T18:00:00+00:00,2026-08-22,upcoming,Bo3,Playoffs,0.0,0.0,29,TBD,TBD,58,Fire Flux Esports,FF,True,False,"[{'map_id': '825-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '825-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '825-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
76,vct-2026-emea-stage-2,VCT 2026: EMEA Stage 2,VCT 26: EMEA S2,vct,EMEA,ongoing,"Jul 15 - Aug 31, 2026",2026-08-31,824,2026-08-22T15:00:00+00:00,2026-08-22,upcoming,Bo3,Playoffs,0.0,0.0,29,TBD,TBD,61,Eintracht Frankfurt,SGE,True,False,"[{'map_id': '824-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '824-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '824-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
43,vct-2026-americas-stage-2,VCT 2026: Americas Stage 2,VCT 26: AMER S2,vct,Americas,ongoing,"Jul 17 - Sep 7, 2026",2026-09-07,826,2026-08-22T00:00:00+00:00,2026-08-22,upcoming,Bo3,Play-Ins,0.0,0.0,86,FURIA,FUR,83,Evil Geniuses,EG,True,False,"[{'map_id': '826-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '826-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '826-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
43,vct-2026-americas-stage-2,VCT 2026: Americas Stage 2,VCT 26: AMER S2,vct,Americas,ongoing,"Jul 17 - Sep 7, 2026",2026-09-07,816,2026-08-21T21:00:00+00:00,2026-08-21,upcoming,Bo3,Play-Ins,0.0,0.0,38,MIBR,MIBR,81,ENVY,ENVY,True,False,"[{'map_id': '816-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '816-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '816-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
76,vct-2026-emea-stage-2,VCT 2026: EMEA Stage 2,VCT 26: EMEA S2,vct,EMEA,ongoing,"Jul 15 - Aug 31, 2026",2026-08-31,580,2026-08-21T18:00:00+00:00,2026-08-21,upcoming,Bo3,Playoffs,0.0,0.0,35,Karmine Corp,KC,29,TBD,TBD,True,False,"[{'map_id': '580-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '580-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '580-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
76,vct-2026-emea-stage-2,VCT 2026: EMEA Stage 2,VCT 26: EMEA S2,vct,EMEA,ongoing,"Jul 15 - Aug 31, 2026",2026-08-31,579,2026-08-21T15:00:00+00:00,2026-08-21,upcoming,Bo3,Playoffs,0.0,0.0,31,BBL Esports,BBL,29,TBD,TBD,True,False,"[{'map_id': '579-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '579-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '579-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
85,vct-2026-pacific-stage-2,VCT 2026: Pacific Stage 2,VCT 26: PAC S2,vct,Pacific,ongoing,"Jul 16 - Sep 6, 2026",2026-09-06,819,2026-08-21T11:00:00+00:00,2026-08-21,upcoming,Bo3,Play-Ins,0.0,0.0,94,T1,T1,1,Nongshim RedForce,NS,True,False,"[{'map_id': '819-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '819-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '819-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
85,vct-2026-pacific-stage-2,VCT 2026: Pacific Stage 2,VCT 26: PAC S2,vct,Pacific,ongoing,"Jul 16 - Sep 6, 2026",2026-09-06,807,2026-08-21T08:00:00+00:00,2026-08-21,upcoming,Bo3,Play-Ins,0.0,0.0,91,KIWOOM DRX,KRX,200,Sharper Esports,SP,True,False,"[{'map_id': '807-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '807-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '807-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
43,vct-2026-americas-stage-2,VCT 2026: Americas Stage 2,VCT 26: AMER S2,vct,Americas,ongoing,"Jul 17 - Sep 7, 2026",2026-09-07,827,2026-08-21T00:00:00+00:00,2026-08-21,upcoming,Bo3,Play-Ins,0.0,0.0,80,KRÃ Esports,KRÃ,240,Fluxo W7M,FX,True,False,"[{'map_id': '827-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '827-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '827-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
76,vct-2026-emea-stage-2,VCT 2026: EMEA Stage 2,VCT 26: EMEA S2,vct,EMEA,ongoing,"Jul 15 - Aug 31, 2026",2026-08-31,578,2026-08-20T18:00:00+00:00,2026-08-20,upcoming,Bo3,Playoffs,0.0,0.0,34,Team Vitality,VIT,39,Enterprise Esports,EP,True,False,"[{'map_id': '578-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '578-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '578-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
76,vct-2026-emea-stage-2,VCT 2026: EMEA Stage 2,VCT 26: EMEA S2,vct,EMEA,ongoing,"Jul 15 - Aug 31, 2026",2026-08-31,577,2026-08-20T15:00:00+00:00,2026-08-20,upcoming,Bo3,Playoffs,0.0,0.0,107,Team Liquid,TL,101,FUT Esports,FUT,True,False,"[{'map_id': '577-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '577-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '577-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
85,vct-2026-pacific-stage-2,VCT 2026: Pacific Stage 2,VCT 26: PAC S2,vct,Pacific,ongoing,"Jul 16 - Sep 6, 2026",2026-09-06,795,2026-08-20T11:00:00+00:00,2026-08-20,upcoming,Bo3,Play-Ins,0.0,0.0,88,ZETA DIVISION,ZETA,201,Xipto Esports,XIP,True,False,"[{'map_id': '795-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '795-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '795-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
104,vct-2026-china-stage-2,VCT 2026: China Stage 2,VCT 26: CN S2,vct,China,ongoing,"Jul 9 - Aug 31, 2026",2026-08-31,821,2026-08-20T10:00:00+00:00,2026-08-20,upcoming,Bo3,Playoffs,0.0,0.0,29,TBD,TBD,21,All Gamers,AG,True,False,"[{'map_id': '821-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '821-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '821-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
43,vct-2026-americas-stage-2,VCT 2026: Americas Stage 2,VCT 26: AMER S2,vct,Americas,ongoing,"Jul 17 - Sep 7, 2026",2026-09-07,805,2026-08-20T09:00:00+00:00,2026-08-20,upcoming,Bo3,Play-Ins,0.0,0.0,79,Sentinels,SEN,13,2Game Esports,2G,True,False,"[{'map_id': '805-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '805-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '805-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
85,vct-2026-pacific-stage-2,VCT 2026: Pacific Stage 2,VCT 26: PAC S2,vct,Pacific,ongoing,"Jul 16 - Sep 6, 2026",2026-09-06,794,2026-08-20T08:00:00+00:00,2026-08-20,upcoming,Bo3,Play-Ins,0.0,0.0,92,DetonatioN FocusMe,DFM,149,QT DIGâ,QTD,True,False,"[{'map_id': '794-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '794-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '794-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
104,vct-2026-china-stage-2,VCT 2026: China Stage 2,VCT 26: CN S2,vct,China,ongoing,"Jul 9 - Aug 31, 2026",2026-08-31,820,2026-08-20T08:00:00+00:00,2026-08-20,upcoming,Bo3,Playoffs,0.0,0.0,29,TBD,TBD,114,Nova Esports,NOVA,True,False,"[{'map_id': '820-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '820-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '820-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
43,vct-2026-americas-stage-2,VCT 2026: Americas Stage 2,VCT 26: AMER S2,vct,Americas,ongoing,"Jul 17 - Sep 7, 2026",2026-09-07,787,2026-08-20T00:00:00+00:00,2026-08-20,upcoming,Bo3,Play-Ins,0.0,0.0,5,G2 Esports,G2,63,M80,M80,True,False,"[{'map_id': '787-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '787-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '787-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
43,vct-2026-americas-stage-2,VCT 2026: Americas Stage 2,VCT 26: AMER S2,vct,Americas,ongoing,"Jul 17 - Sep 7, 2026",2026-09-07,786,2026-08-19T21:00:00+00:00,2026-08-19,upcoming,Bo3,Play-Ins,0.0,0.0,84,Cloud9,C9,97,BESTIA,BEST,True,False,"[{'map_id': '786-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '786-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '786-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
85,vct-2026-pacific-stage-2,VCT 2026: Pacific Stage 2,VCT 26: PAC S2,vct,Pacific,ongoing,"Jul 16 - Sep 6, 2026",2026-09-06,781,2026-08-19T11:00:00+00:00,2026-08-19,upcoming,Bo3,Play-Ins,0.0,0.0,93,FULL SENSE,FS,30,Rex Regum Qeon,RRQ,True,False,"[{'map_id': '781-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '781-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '781-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
104,vct-2026-china-stage-2,VCT 2026: China Stage 2,VCT 26: CN S2,vct,China,ongoing,"Jul 9 - Aug 31, 2026",2026-08-31,808,2026-08-19T10:00:00+00:00,2026-08-19,upcoming,Bo3,Playoffs,0.0,0.0,3,Xi Lai Gaming,XLG,116,Bilibili Gaming,BLG,True,False,"[{'map_id': '808-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '808-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '808-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
85,vct-2026-pacific-stage-2,VCT 2026: Pacific Stage 2,VCT 26: PAC S2,vct,Pacific,ongoing,"Jul 16 - Sep 6, 2026",2026-09-06,780,2026-08-19T08:00:00+00:00,2026-08-19,upcoming,Bo3,Play-Ins,0.0,0.0,89,Team Secret,TS,133,ONSIDE GAMING,ONG,True,False,"[{'map_id': '780-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '780-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '780-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
104,vct-2026-china-stage-2,VCT 2026: China Stage 2,VCT 26: CN S2,vct,China,ongoing,"Jul 9 - Aug 31, 2026",2026-08-31,791,2026-08-19T08:00:00+00:00,2026-08-19,upcoming,Bo3,Playoffs,0.0,0.0,113,TYLOO,TYL,115,JD Gaming,JDG,True,False,"[{'map_id': '791-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '791-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '791-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
227,game-changers-2026-latam-main-event,Game Changers 2026: LATAM Main Event,GC 26: LATAM,game-changers,Americas,ongoing,"Aug 3 - Aug 25, 2026",2026-08-25,764,2026-08-18T22:00:00+00:00,2026-08-18,upcoming,Bo5,North,0.0,0.0,198,No Sweat Blossom,NOS,199,FUSION X,FSN,True,False,"[{'map_id': '764-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '764-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '764-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '764-m4', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '764-m5', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",5
152,game-changers-2026-emea-stage-3,Game Changers 2026: EMEA Stage 3,GC 26: EMEA S3,game-changers,EMEA,ongoing,"Jul 20 - Aug 30, 2026",2026-08-30,828,2026-08-18T17:00:00+00:00,2026-08-18,upcoming,Bo3,Playoffs,0.0,0.0,144,FOKUS Sakura,FKSS,29,TBD,TBD,True,False,"[{'map_id': '828-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '828-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '828-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
152,game-changers-2026-emea-stage-3,Game Changers 2026: EMEA Stage 3,GC 26: EMEA S3,game-changers,EMEA,ongoing,"Jul 20 - Aug 30, 2026",2026-08-30,822,2026-08-18T15:00:00+00:00,2026-08-18,upcoming,Bo3,Playoffs,0.0,0.0,139,Gentle Mates GC,M8GC,137,SK Nebula,SKN,True,False,"[{'map_id': '822-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '822-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '822-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
136,game-changers-2026-north-america-stage-2,Game Changers 2026: North America Stage 2,GC 26: NA S2,game-changers,Americas,ongoing,"Jul 14 - Sep 17, 2026",2026-09-17,789,2026-08-17T23:30:00+00:00,2026-08-17,upcoming,Bo3,Swiss Stage,0.0,0.0,131,MVSK Secret,MVSK,127,:3,MEOW,True,False,"[{'map_id': '789-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '789-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '789-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
192,game-changers-2026-brazil-final-stage,Game Changers 2026: Brazil Finals,GC 26: BR Final,game-changers,Americas,ongoing,"Aug 10 - Sep 11, 2026",2026-09-11,762,2026-08-17T23:00:00+00:00,2026-08-17,upcoming,Bo3,Main Event,0.0,0.0,14,Team Liquid Brazil,TLV,208,Evil Geniuses GC,EG,True,False,"[{'map_id': '762-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '762-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '762-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
136,game-changers-2026-north-america-stage-2,Game Changers 2026: North America Stage 2,GC 26: NA S2,game-changers,Americas,ongoing,"Jul 14 - Sep 17, 2026",2026-09-17,788,2026-08-17T21:00:00+00:00,2026-08-17,upcoming,Bo3,Swiss Stage,0.0,0.0,123,Cloud9 GC,C9,119,SEN Otters,SOTR,True,False,"[{'map_id': '788-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '788-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '788-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
192,game-changers-2026-brazil-final-stage,Game Changers 2026: Brazil Finals,GC 26: BR Final,game-changers,Americas,ongoing,"Aug 10 - Sep 11, 2026",2026-09-11,750,2026-08-17T20:00:00+00:00,2026-08-17,upcoming,Bo3,Main Event,0.0,0.0,207,MIBR GC,MIBR,203,Ushiras,LOW,True,False,"[{'map_id': '750-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '750-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '750-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",3
227,game-changers-2026-latam-main-event,Game Changers 2026: LATAM Main Event,GC 26: LATAM,game-changers,Americas,ongoing,"Aug 3 - Aug 25, 2026",2026-08-25,767,2026-08-17T19:00:00+00:00,2026-08-17,upcoming,Bo5,South,0.0,0.0,190,Looking For Laburo,LFL,158,NPC TEAM,NPC,True,False,"[{'map_id': '767-m1', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '767-m2', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '767-m3', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '767-m4', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}, {'map_id': '767-m5', 'map': 'TBD', 'status': 'upcoming', 'winner': None, 'score_a': 0, 'score_b': 0, 'n_rounds': 0, 'has_replay': False}]",5
